loan_reference,payment_amount,payment_date,payment_method,transaction_type,reference_number
JUTEM-02049,74900.0,2022-10-28,cash,Loan Repayment,PMT-02506
JUTEM-02050,5750.0,2023-09-21,cash,Loan Repayment,PMT-02507
JUTEM-02050,5750.0,2023-10-21,cash,Loan Repayment,PMT-02508
JUTEM-02050,6500.0,2025-01-21,cash,Loan Repayment,PMT-02509
JUTEM-02050,6500.0,2025-02-21,cash,Loan Repayment,PMT-02510
JUTEM-02050,5900.0,2025-10-21,cash,Loan Repayment,PMT-02511
JUTEM-02050,5300.0,2025-10-21,cash,Loan Repayment,PMT-02512
JUTEM-02051,34500.0,2024-08-25,cash,Loan Repayment,PMT-02513
JUTEM-02052,57500.0,2024-10-31,cash,Loan Repayment,PMT-02514
JUTEM-02053,16800.0,2025-04-21,cash,Loan Repayment,PMT-02515
JUTEM-02053,16800.0,2025-06-21,cash,Loan Repayment,PMT-02516
JUTEM-02053,18000.0,2025-08-21,cash,Loan Repayment,PMT-02517
JUTEM-02053,18000.0,2025-09-21,cash,Loan Repayment,PMT-02518
JUTEM-02054,23400.0,2025-05-21,cash,Loan Repayment,PMT-02519
JUTEM-02054,22700.0,2025-07-21,cash,Loan Repayment,PMT-02520
JUTEM-02054,23000.0,2025-09-21,cash,Loan Repayment,PMT-02521
JUTEM-02055,26000.0,2025-08-28,cash,Loan Repayment,PMT-02522
JUTEM-02055,26000.0,2025-09-28,cash,Loan Repayment,PMT-02523
JUTEM-02056,12187.5,2025-09-21,cash,Loan Repayment,PMT-02524
JUTEM-02056,12187.5,2025-10-21,cash,Loan Repayment,PMT-02525
JUTEM-02057,63250.0,2026-02-21,cash,Loan Repayment,PMT-02526
JUTEM-02058,3500.1,2022-10-01,cash,Loan Repayment,PMT-02527
JUTEM-02059,9600.0,2023-06-25,cash,Loan Repayment,PMT-02528
JUTEM-02060,25000.0,2023-07-28,cash,Loan Repayment,PMT-02529
JUTEM-02061,8800.0,2024-04-27,cash,Loan Repayment,PMT-02530
JUTEM-02062,204000.0,2024-10-12,cash,Loan Repayment,PMT-02531
JUTEM-02063,110000.0,2025-05-22,cash,Loan Repayment,PMT-02532
JUTEM-02064,472000.0,2025-11-22,cash,Loan Repayment,PMT-02533
JUTEM-02064,492000.0,2025-12-22,cash,Loan Repayment,PMT-02534
JUTEM-02065,470004.4,2026-02-08,cash,Loan Repayment,PMT-02535
JUTEM-02067,5000.0,2021-10-15,cash,Loan Repayment,PMT-02536
JUTEM-02068,3125.0,2022-01-19,cash,Loan Repayment,PMT-02537
JUTEM-02069,2656.25,2022-02-20,cash,Loan Repayment,PMT-02538
JUTEM-02070,4375.0,2022-03-02,cash,Loan Repayment,PMT-02539
JUTEM-02071,1250.0,2022-05-13,cash,Loan Repayment,PMT-02540
JUTEM-02072,2968.75,2022-05-13,cash,Loan Repayment,PMT-02541
JUTEM-02073,3750.0,2022-06-13,cash,Loan Repayment,PMT-02542
JUTEM-02074,1500.0,2022-07-10,cash,Loan Repayment,PMT-02543
JUTEM-02075,2187.5,2022-07-14,cash,Loan Repayment,PMT-02544
JUTEM-02076,1485.0,2022-08-14,cash,Loan Repayment,PMT-02545
JUTEM-02077,5000.0,2023-07-10,cash,Loan Repayment,PMT-02546
JUTEM-02078,3625.0,2023-08-10,cash,Loan Repayment,PMT-02547
JUTEM-02079,2550.0,2023-09-30,cash,Loan Repayment,PMT-02548
JUTEM-02081,3750.0,2021-09-22,cash,Loan Repayment,PMT-02549
JUTEM-02082,27202.5,2025-11-24,cash,Loan Repayment,PMT-02550
JUTEM-02083,4725.0,2022-05-24,cash,Loan Repayment,PMT-02551
JUTEM-02084,8750.0,2022-03-26,cash,Loan Repayment,PMT-02552
JUTEM-02085,4725.0,2022-04-24,cash,Loan Repayment,PMT-02553
JUTEM-02086,4340.0,2022-06-24,cash,Loan Repayment,PMT-02554
JUTEM-02087,2000.0,2022-01-30,cash,Loan Repayment,PMT-02555
JUTEM-02088,9375.0,2022-01-12,cash,Loan Repayment,PMT-02556
JUTEM-02089,9375.0,2022-02-17,cash,Loan Repayment,PMT-02557
JUTEM-02090,53550.0,2025-09-05,cash,Loan Repayment,PMT-02558
JUTEM-02092,1950.0,2025-08-25,cash,Loan Repayment,PMT-02559
JUTEM-02092,1950.0,2025-09-25,cash,Loan Repayment,PMT-02560
JUTEM-02093,1380.0,2025-10-09,cash,Loan Repayment,PMT-02561
JUTEM-02093,1380.0,2025-11-09,cash,Loan Repayment,PMT-02562
JUTEM-02093,1380.0,2025-12-09,cash,Loan Repayment,PMT-02563
JUTEM-02094,5800.0,2025-10-26,cash,Loan Repayment,PMT-02564
JUTEM-02095,4666.66,2025-12-03,cash,Loan Repayment,PMT-02565
JUTEM-02095,4666.66,2026-01-03,cash,Loan Repayment,PMT-02566
JUTEM-02095,4666.66,2026-02-03,cash,Loan Repayment,PMT-02567
JUTEM-02097,23000.0,2023-12-22,cash,Loan Repayment,PMT-02568
JUTEM-02097,23000.0,2024-01-22,cash,Loan Repayment,PMT-02569
JUTEM-02098,3750.0,2024-03-30,cash,Loan Repayment,PMT-02570
JUTEM-02099,6500.0,2024-07-30,cash,Loan Repayment,PMT-02571
JUTEM-02099,6500.0,2024-08-30,cash,Loan Repayment,PMT-02572
JUTEM-02100,18000.0,2024-12-29,cash,Loan Repayment,PMT-02573
JUTEM-02101,12000.0,2025-04-21,cash,Loan Repayment,PMT-02574
JUTEM-02102,17400.0,2024-11-08,cash,Loan Repayment,PMT-02575
JUTEM-02103,812.5,2021-10-02,cash,Loan Repayment,PMT-02576
JUTEM-02105,500.0,2021-07-30,cash,Loan Repayment,PMT-02577
JUTEM-02106,1250.0,2022-01-07,cash,Loan Repayment,PMT-02578
JUTEM-02107,2500.0,2022-01-10,cash,Loan Repayment,PMT-02579
JUTEM-02107,2500.0,2022-04-10,cash,Loan Repayment,PMT-02580
JUTEM-02108,1250.0,2022-03-06,cash,Loan Repayment,PMT-02581
JUTEM-02109,1299.98,2022-08-04,cash,Loan Repayment,PMT-02582
JUTEM-02110,2500.0,2023-10-01,cash,Loan Repayment,PMT-02583
JUTEM-02111,3125.0,2024-01-04,cash,Loan Repayment,PMT-02584
JUTEM-02112,2120.0,2021-12-21,cash,Loan Repayment,PMT-02585
JUTEM-02113,2500.0,2022-08-29,cash,Loan Repayment,PMT-02586
JUTEM-02113,2500.0,2022-09-29,cash,Loan Repayment,PMT-02587
JUTEM-02113,2500.0,2022-10-29,cash,Loan Repayment,PMT-02588
JUTEM-02114,36000.0,2022-09-30,cash,Loan Repayment,PMT-02589
JUTEM-02115,1875.0,2022-11-28,cash,Loan Repayment,PMT-02590
JUTEM-02116,5000.0,2023-02-07,cash,Loan Repayment,PMT-02591
JUTEM-02116,5000.0,2023-03-07,cash,Loan Repayment,PMT-02592
JUTEM-02117,1750.0,2023-08-01,cash,Loan Repayment,PMT-02593
JUTEM-02118,4880.0,2024-01-21,cash,Loan Repayment,PMT-02594
JUTEM-02119,2500.0,2024-02-22,cash,Loan Repayment,PMT-02595
JUTEM-02120,1250.0,2024-03-22,cash,Loan Repayment,PMT-02596
JUTEM-02121,3660.0,2024-05-25,cash,Loan Repayment,PMT-02597
JUTEM-02121,3660.0,2024-06-25,cash,Loan Repayment,PMT-02598
JUTEM-02121,3660.0,2024-07-25,cash,Loan Repayment,PMT-02599
JUTEM-02121,3660.0,2024-07-25,cash,Loan Repayment,PMT-02600
JUTEM-02122,2640.0,2025-01-18,cash,Loan Repayment,PMT-02601
JUTEM-02122,2640.0,2025-02-18,cash,Loan Repayment,PMT-02602
JUTEM-02123,3025.0,2025-03-21,cash,Loan Repayment,PMT-02603
JUTEM-02123,3025.0,2025-04-21,cash,Loan Repayment,PMT-02604
JUTEM-02124,1650.0,2025-06-30,cash,Loan Repayment,PMT-02605
JUTEM-02124,1650.0,2025-07-30,cash,Loan Repayment,PMT-02606
JUTEM-02125,3540.0,2025-07-30,cash,Loan Repayment,PMT-02607
JUTEM-02125,3540.0,2025-08-30,cash,Loan Repayment,PMT-02608
JUTEM-02126,4720.0,2025-11-24,cash,Loan Repayment,PMT-02609
JUTEM-02126,5000.0,2025-12-24,cash,Loan Repayment,PMT-02610
JUTEM-02127,2380.0,2026-02-13,cash,Loan Repayment,PMT-02611
JUTEM-02128,2500.0,2023-07-01,cash,Loan Repayment,PMT-02612
JUTEM-02129,23600.0,2024-09-22,cash,Loan Repayment,PMT-02613
JUTEM-02130,59000.0,2024-12-02,cash,Loan Repayment,PMT-02614
JUTEM-02131,3500.0,2025-01-02,cash,Loan Repayment,PMT-02615
JUTEM-02132,9040.0,2025-01-02,cash,Loan Repayment,PMT-02616
JUTEM-02133,7080.0,2025-02-02,cash,Loan Repayment,PMT-02617
JUTEM-02134,11700.0,2025-02-02,cash,Loan Repayment,PMT-02618
JUTEM-02135,23000.0,2025-02-02,cash,Loan Repayment,PMT-02619
JUTEM-02136,13440.0,2025-03-02,cash,Loan Repayment,PMT-02620
JUTEM-02137,29500.0,2025-04-02,cash,Loan Repayment,PMT-02621
JUTEM-02138,33900.0,2025-04-02,cash,Loan Repayment,PMT-02622
JUTEM-02139,21400.0,2024-11-02,cash,Loan Repayment,PMT-02623
JUTEM-02140,27500.0,2025-04-02,cash,Loan Repayment,PMT-02624
JUTEM-02141,3799.95,2025-04-02,cash,Loan Repayment,PMT-02625
JUTEM-02142,2300.0,2025-09-02,cash,Loan Repayment,PMT-02626
JUTEM-02143,35400.0,2025-10-02,cash,Loan Repayment,PMT-02627
JUTEM-02144,7700.0,2025-10-02,cash,Loan Repayment,PMT-02628
JUTEM-02145,6780.0,2021-11-25,cash,Loan Repayment,PMT-02629
JUTEM-02146,5000.0,2022-07-11,cash,Loan Repayment,PMT-02630
JUTEM-02147,2032.02,2024-08-25,cash,Loan Repayment,PMT-02631
JUTEM-02148,14160.0,2025-08-02,cash,Loan Repayment,PMT-02632
JUTEM-02149,59000.0,2025-11-02,cash,Loan Repayment,PMT-02633
JUTEM-02150,59000.0,2025-07-02,cash,Loan Repayment,PMT-02634
JUTEM-02151,34500.0,2025-11-02,cash,Loan Repayment,PMT-02635
JUTEM-02152,30210.0,2023-07-17,cash,Loan Repayment,PMT-02636
JUTEM-02153,67500.0,2024-01-05,cash,Loan Repayment,PMT-02637
JUTEM-02153,67500.0,2024-02-05,cash,Loan Repayment,PMT-02638
JUTEM-02153,67500.0,2024-03-05,cash,Loan Repayment,PMT-02639
JUTEM-02153,67250.0,2024-08-05,cash,Loan Repayment,PMT-02640
JUTEM-02153,67250.0,2024-09-05,cash,Loan Repayment,PMT-02641
JUTEM-02153,67250.0,2024-10-05,cash,Loan Repayment,PMT-02642
JUTEM-02154,67280.0,2024-04-05,cash,Loan Repayment,PMT-02643
JUTEM-02155,70360.25,2024-11-05,cash,Loan Repayment,PMT-02644
JUTEM-02156,57662.2,2024-12-05,cash,Loan Repayment,PMT-02645
JUTEM-02157,53800.0,2024-12-09,cash,Loan Repayment,PMT-02646
JUTEM-02157,53800.0,2025-01-09,cash,Loan Repayment,PMT-02647
JUTEM-02157,53800.0,2025-02-09,cash,Loan Repayment,PMT-02648
JUTEM-02158,129999.99,2025-07-30,cash,Loan Repayment,PMT-02649
JUTEM-02159,59170.0,2025-10-15,cash,Loan Repayment,PMT-02650
JUTEM-02159,62002.4,2025-11-15,cash,Loan Repayment,PMT-02651
JUTEM-02160,70000.0,2025-11-30,cash,Loan Repayment,PMT-02652
JUTEM-02160,72000.0,2025-12-30,cash,Loan Repayment,PMT-02653
JUTEM-02160,66000.0,2026-01-30,cash,Loan Repayment,PMT-02654
JUTEM-02163,5900.0,2023-09-29,cash,Loan Repayment,PMT-02655
JUTEM-02163,5900.0,2023-10-29,cash,Loan Repayment,PMT-02656
JUTEM-02164,3161.0,2023-11-30,cash,Loan Repayment,PMT-02657
JUTEM-02165,19065.33,2024-01-24,cash,Loan Repayment,PMT-02658
JUTEM-02165,19065.33,2024-02-24,cash,Loan Repayment,PMT-02659
JUTEM-02166,19065.33,2024-03-24,cash,Loan Repayment,PMT-02660
JUTEM-02167,17250.0,2023-09-09,cash,Loan Repayment,PMT-02661
JUTEM-02168,5500.0,2023-09-09,cash,Loan Repayment,PMT-02662
JUTEM-02169,2400.0,2023-10-15,cash,Loan Repayment,PMT-02663
JUTEM-02170,24570.0,2023-11-27,cash,Loan Repayment,PMT-02664
JUTEM-02171,3600.0,2023-12-05,cash,Loan Repayment,PMT-02665
JUTEM-02172,35100.0,2023-12-20,cash,Loan Repayment,PMT-02666
JUTEM-02173,19500.0,2024-01-22,cash,Loan Repayment,PMT-02667
JUTEM-02173,19500.0,2024-02-22,cash,Loan Repayment,PMT-02668
JUTEM-02174,5175.0,2024-08-16,cash,Loan Repayment,PMT-02669
JUTEM-02175,262000.0,2023-07-17,cash,Loan Repayment,PMT-02670
JUTEM-02176,15196.0,2024-10-17,cash,Loan Repayment,PMT-02671
JUTEM-02177,11800.0,2025-07-24,cash,Loan Repayment,PMT-02672
JUTEM-02178,14160.0,2026-02-16,cash,Loan Repayment,PMT-02673
JUTEM-02180,8979.0,2025-02-28,cash,Loan Repayment,PMT-02674
JUTEM-02181,12300.0,2025-01-27,cash,Loan Repayment,PMT-02675
JUTEM-02182,539400.0,2024-09-13,cash,Loan Repayment,PMT-02676
JUTEM-02184,4270.0,2023-09-29,cash,Loan Repayment,PMT-02677
JUTEM-02184,4270.0,2023-10-29,cash,Loan Repayment,PMT-02678
JUTEM-02184,4270.0,2023-11-29,cash,Loan Repayment,PMT-02679
JUTEM-02184,4270.0,2023-12-29,cash,Loan Repayment,PMT-02680
JUTEM-02184,4270.0,2024-01-29,cash,Loan Repayment,PMT-02681
JUTEM-02184,4270.0,2024-06-29,cash,Loan Repayment,PMT-02682
JUTEM-02184,4270.0,2024-12-29,cash,Loan Repayment,PMT-02683
JUTEM-02185,2769.4,2024-02-28,cash,Loan Repayment,PMT-02684
JUTEM-02186,3660.0,2024-03-29,cash,Loan Repayment,PMT-02685
JUTEM-02186,3660.0,2024-09-29,cash,Loan Repayment,PMT-02686
JUTEM-02186,3660.0,2024-10-29,cash,Loan Repayment,PMT-02687
JUTEM-02187,3904.0,2024-04-29,cash,Loan Repayment,PMT-02688
JUTEM-02187,3904.0,2024-05-29,cash,Loan Repayment,PMT-02689
JUTEM-02188,3745.4,2024-07-29,cash,Loan Repayment,PMT-02690
JUTEM-02189,2494.9,2024-08-29,cash,Loan Repayment,PMT-02691
JUTEM-02190,2025.2,2024-11-30,cash,Loan Repayment,PMT-02692
JUTEM-02191,3480.0,2025-01-29,cash,Loan Repayment,PMT-02693
JUTEM-02192,2976.0,2025-02-28,cash,Loan Repayment,PMT-02694
JUTEM-02193,4800.0,2025-03-28,cash,Loan Repayment,PMT-02695
JUTEM-02194,4760.0,2025-04-30,cash,Loan Repayment,PMT-02696
JUTEM-02197,5000.0,2024-09-13,cash,Loan Repayment,PMT-02697
JUTEM-02198,875.0,2021-07-30,cash,Loan Repayment,PMT-02698
JUTEM-02199,2500.0,2021-08-15,cash,Loan Repayment,PMT-02699
JUTEM-02200,1250.0,2021-08-15,cash,Loan Repayment,PMT-02700
JUTEM-02201,470000.0,2024-08-23,cash,Loan Repayment,PMT-02701
JUTEM-02202,354850.0,2024-09-23,cash,Loan Repayment,PMT-02702
JUTEM-02203,294748.75,2024-10-23,cash,Loan Repayment,PMT-02703
JUTEM-02204,290745.0,2024-12-15,cash,Loan Repayment,PMT-02704
JUTEM-02205,115001.14,2025-02-01,cash,Loan Repayment,PMT-02705
JUTEM-02206,127995.0,2025-04-30,cash,Loan Repayment,PMT-02706
JUTEM-02207,75000.0,2022-05-17,cash,Loan Repayment,PMT-02707
JUTEM-02208,578472.48,2025-11-16,cash,Loan Repayment,PMT-02708
JUTEM-02209,773458.08,2025-12-16,cash,Loan Repayment,PMT-02709
JUTEM-02212,119000.0,2025-08-02,cash,Loan Repayment,PMT-02710
JUTEM-02213,319000.0,2025-08-24,cash,Loan Repayment,PMT-02711
JUTEM-02214,159000.0,2025-10-21,cash,Loan Repayment,PMT-02712
JUTEM-02215,12350.0,2026-01-11,cash,Loan Repayment,PMT-02713
JUTEM-02217,3500.0,2022-02-10,cash,Loan Repayment,PMT-02714
JUTEM-02218,1680.0,2025-01-23,cash,Loan Repayment,PMT-02715
JUTEM-02219,3025.0,2025-02-22,cash,Loan Repayment,PMT-02716
JUTEM-02219,3025.0,2025-03-22,cash,Loan Repayment,PMT-02717
JUTEM-02219,3025.0,2025-04-22,cash,Loan Repayment,PMT-02718
JUTEM-02219,3000.0,2025-10-22,cash,Loan Repayment,PMT-02719
JUTEM-02220,2500.0,2025-09-21,cash,Loan Repayment,PMT-02720
JUTEM-02221,3450.0,2025-11-21,cash,Loan Repayment,PMT-02721
JUTEM-02221,3600.0,2025-12-21,cash,Loan Repayment,PMT-02722
JUTEM-02222,6000.0,2026-01-21,cash,Loan Repayment,PMT-02723
JUTEM-02223,7590.0,2026-02-22,cash,Loan Repayment,PMT-02724
JUTEM-02224,3750.0,2024-11-21,cash,Loan Repayment,PMT-02725
JUTEM-02225,2500.0,2024-12-22,cash,Loan Repayment,PMT-02726
JUTEM-02226,4840.0,2025-06-22,cash,Loan Repayment,PMT-02727
JUTEM-02227,94000.0,2025-03-25,cash,Loan Repayment,PMT-02728
JUTEM-02228,107100.0,2025-05-05,cash,Loan Repayment,PMT-02729
JUTEM-02229,260000.0,2025-05-17,cash,Loan Repayment,PMT-02730
JUTEM-02230,111996.0,2025-05-30,cash,Loan Repayment,PMT-02731
JUTEM-02231,374100.0,2025-07-13,cash,Loan Repayment,PMT-02732
JUTEM-02232,34500.0,2025-07-19,cash,Loan Repayment,PMT-02733
JUTEM-02233,123000.0,2025-08-14,cash,Loan Repayment,PMT-02734
JUTEM-02234,202260.0,2025-09-30,cash,Loan Repayment,PMT-02735
JUTEM-02234,202260.0,2025-10-30,cash,Loan Repayment,PMT-02736
JUTEM-02237,13800.0,2025-08-24,cash,Loan Repayment,PMT-02737
JUTEM-02237,13800.0,2025-09-24,cash,Loan Repayment,PMT-02738
JUTEM-02237,13800.0,2025-10-24,cash,Loan Repayment,PMT-02739
JUTEM-02238,154700.0,2025-12-21,cash,Loan Repayment,PMT-02740
JUTEM-02239,1037880.0,2026-02-06,cash,Loan Repayment,PMT-02741
JUTEM-02240,38500.0,2026-02-26,cash,Loan Repayment,PMT-02742
JUTEM-02241,36300.0,2025-06-29,cash,Loan Repayment,PMT-02743
JUTEM-02242,64000.0,2025-11-09,cash,Loan Repayment,PMT-02744
JUTEM-02242,64000.0,2025-12-09,cash,Loan Repayment,PMT-02745
JUTEM-02243,118000.0,2026-01-24,cash,Loan Repayment,PMT-02746
JUTEM-02245,48000.0,2025-09-18,cash,Loan Repayment,PMT-02747
JUTEM-02246,52800.0,2023-11-13,cash,Loan Repayment,PMT-02748
JUTEM-02247,21750.0,2025-01-17,cash,Loan Repayment,PMT-02749
JUTEM-02248,48650.0,2025-06-18,cash,Loan Repayment,PMT-02750
JUTEM-02249,19800.0,2025-06-28,cash,Loan Repayment,PMT-02751
JUTEM-02250,14760.0,2024-10-30,cash,Loan Repayment,PMT-02752
JUTEM-02251,9375.0,2022-05-15,cash,Loan Repayment,PMT-02753
JUTEM-02251,9375.0,2023-05-15,cash,Loan Repayment,PMT-02754
JUTEM-02252,12500.0,2023-06-29,cash,Loan Repayment,PMT-02755
JUTEM-02252,12000.0,2025-10-29,cash,Loan Repayment,PMT-02756
JUTEM-02253,8400.0,2023-08-30,cash,Loan Repayment,PMT-02757
JUTEM-02254,3000.0,2023-11-25,cash,Loan Repayment,PMT-02758
JUTEM-02255,12000.0,2024-01-15,cash,Loan Repayment,PMT-02759
JUTEM-02256,12500.0,2024-03-26,cash,Loan Repayment,PMT-02760
JUTEM-02257,15000.0,2024-04-25,cash,Loan Repayment,PMT-02761
JUTEM-02257,15000.0,2024-05-25,cash,Loan Repayment,PMT-02762
JUTEM-02257,15000.0,2024-06-25,cash,Loan Repayment,PMT-02763
JUTEM-02258,10000.0,2024-07-27,cash,Loan Repayment,PMT-02764
JUTEM-02259,5000.0,2024-09-14,cash,Loan Repayment,PMT-02765
JUTEM-02260,5000.0,2024-10-17,cash,Loan Repayment,PMT-02766
JUTEM-02261,6600.0,2024-11-30,cash,Loan Repayment,PMT-02767
JUTEM-02261,6600.0,2024-12-30,cash,Loan Repayment,PMT-02768
JUTEM-02262,4800.0,2025-01-31,cash,Loan Repayment,PMT-02769
JUTEM-02263,7200.0,2025-02-28,cash,Loan Repayment,PMT-02770
JUTEM-02263,7200.0,2025-03-28,cash,Loan Repayment,PMT-02771
JUTEM-02264,6000.0,2025-04-28,cash,Loan Repayment,PMT-02772
JUTEM-02265,6500.0,2025-05-25,cash,Loan Repayment,PMT-02773
JUTEM-02265,6500.0,2025-06-25,cash,Loan Repayment,PMT-02774
JUTEM-02266,3250.0,2025-07-27,cash,Loan Repayment,PMT-02775
JUTEM-02266,3250.0,2025-08-27,cash,Loan Repayment,PMT-02776
JUTEM-02267,13200.0,2025-09-25,cash,Loan Repayment,PMT-02777
JUTEM-02268,3540.0,2024-05-27,cash,Loan Repayment,PMT-02778
JUTEM-02269,59999.5,2022-04-02,cash,Loan Repayment,PMT-02779
JUTEM-02270,3000.0,2022-04-21,cash,Loan Repayment,PMT-02780
JUTEM-02270,3000.0,2023-04-21,cash,Loan Repayment,PMT-02781
JUTEM-02271,30750.0,2022-05-21,cash,Loan Repayment,PMT-02782
JUTEM-02271,30750.0,2023-05-21,cash,Loan Repayment,PMT-02783
JUTEM-02272,130000.0,2023-02-21,cash,Loan Repayment,PMT-02784
JUTEM-02273,55049.5,2023-04-02,cash,Loan Repayment,PMT-02785
JUTEM-02274,11000.0,2023-07-07,cash,Loan Repayment,PMT-02786
JUTEM-02275,31050.0,2023-08-11,cash,Loan Repayment,PMT-02787
JUTEM-02276,14950.0,2023-08-16,cash,Loan Repayment,PMT-02788
JUTEM-02277,11990.0,2023-08-17,cash,Loan Repayment,PMT-02789
JUTEM-02278,19950.0,2023-09-30,cash,Loan Repayment,PMT-02790
JUTEM-02279,103000.0,2023-09-09,cash,Loan Repayment,PMT-02791
JUTEM-02279,101500.0,2023-10-09,cash,Loan Repayment,PMT-02792
JUTEM-02279,118000.0,2024-12-09,cash,Loan Repayment,PMT-02793
JUTEM-02279,117000.0,2026-01-09,cash,Loan Repayment,PMT-02794
JUTEM-02280,20000.5,2023-09-30,cash,Loan Repayment,PMT-02795
JUTEM-02281,32001.2,2023-10-07,cash,Loan Repayment,PMT-02796
JUTEM-02282,36300.0,2023-10-24,cash,Loan Repayment,PMT-02797
JUTEM-02283,16000.5,2023-10-27,cash,Loan Repayment,PMT-02798
JUTEM-02284,23206.6,2023-12-14,cash,Loan Repayment,PMT-02799
JUTEM-02285,155960.0,2023-12-22,cash,Loan Repayment,PMT-02800
JUTEM-02286,260000.0,2023-12-30,cash,Loan Repayment,PMT-02801
JUTEM-02287,56050.0,2024-02-10,cash,Loan Repayment,PMT-02802
JUTEM-02288,37901.62,2024-02-25,cash,Loan Repayment,PMT-02803
JUTEM-02288,37901.62,2025-01-25,cash,Loan Repayment,PMT-02804
JUTEM-02289,35400.0,2024-03-28,cash,Loan Repayment,PMT-02805
JUTEM-02290,17600.0,2024-03-11,cash,Loan Repayment,PMT-02806
JUTEM-02291,5500.0,2024-03-26,cash,Loan Repayment,PMT-02807
JUTEM-02292,37901.62,2024-03-25,cash,Loan Repayment,PMT-02808
JUTEM-02292,37901.62,2024-04-25,cash,Loan Repayment,PMT-02809
JUTEM-02292,37901.62,2024-05-25,cash,Loan Repayment,PMT-02810
JUTEM-02292,37901.62,2024-06-25,cash,Loan Repayment,PMT-02811
JUTEM-02292,37901.62,2024-07-25,cash,Loan Repayment,PMT-02812
JUTEM-02292,37901.62,2024-08-25,cash,Loan Repayment,PMT-02813
JUTEM-02292,37901.62,2024-09-25,cash,Loan Repayment,PMT-02814
JUTEM-02292,37901.62,2024-10-25,cash,Loan Repayment,PMT-02815
JUTEM-02292,37901.62,2024-11-25,cash,Loan Repayment,PMT-02816
JUTEM-02292,37901.62,2024-12-25,cash,Loan Repayment,PMT-02817
JUTEM-02293,63600.0,2024-04-03,cash,Loan Repayment,PMT-02818
JUTEM-02294,27500.0,2024-04-08,cash,Loan Repayment,PMT-02819
JUTEM-02294,28750.0,2025-06-08,cash,Loan Repayment,PMT-02820
JUTEM-02295,28320.0,2024-05-12,cash,Loan Repayment,PMT-02821
JUTEM-02296,23600.0,2024-05-12,cash,Loan Repayment,PMT-02822
JUTEM-02297,177000.0,2024-05-15,cash,Loan Repayment,PMT-02823
JUTEM-02298,210040.0,2024-05-24,cash,Loan Repayment,PMT-02824
JUTEM-02299,43660.0,2024-06-19,cash,Loan Repayment,PMT-02825
JUTEM-02300,118000.0,2024-07-05,cash,Loan Repayment,PMT-02826
JUTEM-02301,21600.0,2024-07-25,cash,Loan Repayment,PMT-02827
JUTEM-02302,4400.0,2024-08-09,cash,Loan Repayment,PMT-02828
JUTEM-02303,18400.0,2024-08-09,cash,Loan Repayment,PMT-02829
JUTEM-02304,177000.0,2024-09-13,cash,Loan Repayment,PMT-02830
JUTEM-02305,69000.0,2024-09-13,cash,Loan Repayment,PMT-02831
JUTEM-02305,70800.0,2025-12-13,cash,Loan Repayment,PMT-02832
JUTEM-02306,63840.0,2024-09-09,cash,Loan Repayment,PMT-02833
JUTEM-02307,79800.0,2024-09-30,cash,Loan Repayment,PMT-02834
JUTEM-02308,118000.0,2024-10-09,cash,Loan Repayment,PMT-02835
JUTEM-02309,142780.0,2024-11-09,cash,Loan Repayment,PMT-02836
JUTEM-02310,422988.8,2024-12-04,cash,Loan Repayment,PMT-02837
JUTEM-02312,68400.0,2024-12-09,cash,Loan Repayment,PMT-02838
JUTEM-02313,59000.0,2025-01-09,cash,Loan Repayment,PMT-02839
JUTEM-02313,53000.0,2025-03-09,cash,Loan Repayment,PMT-02840
JUTEM-02314,10300.0,2025-01-09,cash,Loan Repayment,PMT-02841
JUTEM-02314,12550.0,2025-07-09,cash,Loan Repayment,PMT-02842
JUTEM-02315,195000.0,2025-02-09,cash,Loan Repayment,PMT-02843
JUTEM-02316,150800.0,2025-02-09,cash,Loan Repayment,PMT-02844
JUTEM-02317,5616.0,2025-02-09,cash,Loan Repayment,PMT-02845
JUTEM-02318,39900.0,2025-02-09,cash,Loan Repayment,PMT-02846
JUTEM-02319,78001.0,2025-02-09,cash,Loan Repayment,PMT-02847
JUTEM-02320,32250.0,2025-02-09,cash,Loan Repayment,PMT-02848
JUTEM-02320,35400.0,2025-06-09,cash,Loan Repayment,PMT-02849
JUTEM-02321,5350.0,2025-02-21,cash,Loan Repayment,PMT-02850
JUTEM-02322,460000.0,2025-03-09,cash,Loan Repayment,PMT-02851
JUTEM-02323,22400.0,2025-03-09,cash,Loan Repayment,PMT-02852
JUTEM-02324,10400.0,2025-03-15,cash,Loan Repayment,PMT-02853
JUTEM-02325,620909.72,2025-04-09,cash,Loan Repayment,PMT-02854
JUTEM-02326,371200.0,2025-05-09,cash,Loan Repayment,PMT-02855
JUTEM-02327,405322.56,2025-05-09,cash,Loan Repayment,PMT-02856
JUTEM-02328,44400.0,2025-05-09,cash,Loan Repayment,PMT-02857
JUTEM-02329,389400.0,2025-06-06,cash,Loan Repayment,PMT-02858
JUTEM-02330,874680.3,2025-06-09,cash,Loan Repayment,PMT-02859
JUTEM-02331,78975.0,2025-06-27,cash,Loan Repayment,PMT-02860
JUTEM-02332,113850.0,2025-07-09,cash,Loan Repayment,PMT-02861
JUTEM-02333,59000.0,2025-07-28,cash,Loan Repayment,PMT-02862
JUTEM-02334,12980.0,2025-08-04,cash,Loan Repayment,PMT-02863
